genero,sede,ingreso
mujer,Santa Fe,40191.27137771721
mujer,Santa Fe,41951.42512246533
hombre,Santa Fe,26052.184868357348
otros,Buenos Aires,119589.49738435993
hombre,Mendoza,497691.08247127046
hombre,Mendoza,81686.46132021342
otros,Buenos Aires,37543.73838347993
mujer,Mendoza,57962.209468522
hombre,Buenos Aires,131643.36791001566
mujer,Buenos Aires,53569.3050948837
hombre,Buenos Aires,112772.28861497897
hombre,San Luis,141805.39082900254
mujer,Buenos Aires,89013.2897161869
mujer,Buenos Aires,442882.61641195137
mujer,Santa Fe,68421.34013198414
mujer,Buenos Aires,64160.45652994517
hombre,Mendoza,64458.45897471397
hombre,San Luis,80634.83883493197
mujer,Buenos Aires,93453.69113860928
mujer,San Luis,58302.21108108874
mujer,Córdoba,33735.88323151461
hombre,San Luis,18934.07267491657
hombre,Córdoba,66585.30197789815
hombre,Córdoba,61829.09014773249
mujer,San Luis,121334.03114270457
hombre,Córdoba,141903.411976746
hombre,Buenos Aires,24850.833455318643
mujer,Mendoza,35805.62262601191
hombre,San Luis,90230.03375706363
mujer,Buenos Aires,185558.3377883433
hombre,Buenos Aires,53863.614640938584
hombre,Santa Fe,82253.66693693612
mujer,Córdoba,40327.509233426885
mujer,Córdoba,23887.745579816128
hombre,Santa Fe,52934.00013564744
mujer,Córdoba,26347.9120740354
mujer,Mendoza,42757.13574456173
hombre,Santa Fe,152297.3324996374
hombre,Buenos Aires,109378.75926379654
hombre,Santa Fe,135987.17348796045
hombre,Santa Fe,74089.40830888365
mujer,Córdoba,61375.80037234532
hombre,San Luis,117075.88388312234
otros,Buenos Aires,39926.27533600078
hombre,Buenos Aires,62331.677688517375
hombre,Mendoza,122457.43326422566
hombre,Buenos Aires,155273.5055546973
hombre,Santa Fe,33982.50317538861
hombre,Buenos Aires,280688.6358886947
hombre,Mendoza,84343.60955571367
mujer,Buenos Aires,247434.4755647172
hombre,Buenos Aires,385430.30139758246
hombre,Buenos Aires,75951.31092280096
mujer,San Luis,40398.006873008664
hombre,San Luis,75420.3826316863
hombre,Santa Fe,65289.63015596765
hombre,San Luis,28109.369529216518
hombre,Buenos Aires,87048.10349051961
hombre,Buenos Aires,121315.83555734334
mujer,Córdoba,76775.3487903221
mujer,Mendoza,40341.13021160865
mujer,Buenos Aires,132399.6561108851
hombre,Buenos Aires,72390.20502653756
mujer,Buenos Aires,100631.82626889639
mujer,Buenos Aires,38178.56259828384
hombre,Santa Fe,23023.19290094583
hombre,Córdoba,274322.38940467476
mujer,Santa Fe,39425.5480332554
hombre,Mendoza,52298.98477647343
hombre,Buenos Aires,70962.7232830699
mujer,Buenos Aires,179060.52281378015
hombre,Buenos Aires,196961.04586623845
hombre,Buenos Aires,204026.81645860264
hombre,Mendoza,32374.24873724463
mujer,San Luis,90667.2580659374
hombre,Santa Fe,44650.97865934884
mujer,Buenos Aires,101445.98765875839
mujer,San Luis,76505.45560476583
mujer,Santa Fe,129903.76777228797
hombre,Buenos Aires,85238.14011291505
hombre,Buenos Aires,116497.72681243448
hombre,Buenos Aires,400014.54281772656
otros,Córdoba,51203.921429349604
mujer,Mendoza,72659.72170039125
hombre,Mendoza,189512.87961992732
mujer,Buenos Aires,72565.5879761349
hombre,Buenos Aires,119423.37756851091
hombre,San Luis,78217.63777542984
mujer,Santa Fe,30472.224429868962
hombre,Buenos Aires,107428.42053618908
mujer,Santa Fe,20038.377401718757
mujer,Buenos Aires,100197.5298256648
hombre,Córdoba,72242.4420277246
mujer,Santa Fe,16426.29580774087
mujer,Mendoza,152469.403373922
mujer,Buenos Aires,126956.7567311395
mujer,San Luis,25165.984044595825
hombre,Buenos Aires,67262.31218988972
hombre,San Luis,22574.167308308693
mujer,Santa Fe,81069.70464614838
otros,Santa Fe,3644.5513709909724
hombre,Mendoza,25701.505784900914
hombre,Córdoba,89132.34693606269
hombre,Santa Fe,68252.39399998685
mujer,Buenos Aires,321882.14005657565
hombre,Córdoba,287523.9420776639
otros,San Luis,31532.11830101748
hombre,Buenos Aires,271755.8327411591
mujer,Mendoza,68078.82295445136
mujer,San Luis,224153.33838172245
mujer,Córdoba,134342.14472283475
mujer,San Luis,101058.36172827493
hombre,Santa Fe,55260.781580504794
hombre,Buenos Aires,283654.0805687737
mujer,Mendoza,22151.595480873988
hombre,Buenos Aires,194902.59995165764
mujer,Buenos Aires,498081.62037323543
mujer,Santa Fe,19401.448643215463
mujer,Córdoba,56016.90351216526
mujer,Córdoba,72971.7131731357
mujer,Mendoza,61321.619479068126
hombre,Mendoza,26341.39168406525
mujer,San Luis,123975.2816042136
hombre,Córdoba,67202.69250723733
mujer,Santa Fe,262569.8036143422
mujer,Mendoza,30999.348446191918
hombre,Mendoza,66402.02088440023
hombre,San Luis,225174.20158548577
hombre,Buenos Aires,296656.4812452642
hombre,Mendoza,89602.62404546786
hombre,Santa Fe,28158.707848745005
mujer,Córdoba,166798.16114849516
mujer,San Luis,12335.16043533079
mujer,Buenos Aires,356594.0615622247
mujer,Buenos Aires,313361.96826529776
mujer,Mendoza,76065.54915534431
mujer,Córdoba,36722.40766484445
mujer,Buenos Aires,240605.0970370602
mujer,Mendoza,94185.73710793167
mujer,San Luis,29561.34563708429
mujer,Mendoza,153498.17832867452
hombre,Santa Fe,86114.19133851473
hombre,Córdoba,216074.168036096
mujer,Buenos Aires,82984.9042351409
otros,Buenos Aires,50545.68372633379
hombre,Buenos Aires,159692.70881995134
mujer,Córdoba,123960.51629989588
mujer,Buenos Aires,80164.99403613144
hombre,Santa Fe,53480.976508109765
mujer,Buenos Aires,35828.668225225614
hombre,San Luis,78644.99021068843
hombre,Mendoza,38832.12527779086
hombre,Mendoza,35503.204875373005
mujer,Buenos Aires,56143.70694068321
hombre,Córdoba,44265.12729282384
hombre,Mendoza,80830.77655221432
hombre,San Luis,76393.57382225103
mujer,Córdoba,90686.91988268946
mujer,Buenos Aires,80209.70763422454
mujer,Buenos Aires,97434.4636332992
mujer,Mendoza,22632.18483484773
hombre,Buenos Aires,248545.988344725
mujer,Mendoza,101272.24184280942
mujer,Buenos Aires,132036.9573258078
mujer,Buenos Aires,446359.89481593214
hombre,Buenos Aires,97594.2648009749
mujer,Santa Fe,49410.142631646566
mujer,Córdoba,129455.64785329964
mujer,Mendoza,61806.90593340962
hombre,Córdoba,156414.52948333466
mujer,Buenos Aires,88074.685459043
mujer,Mendoza,44982.62957524859
hombre,Córdoba,206107.36938271776
mujer,Mendoza,59123.76312516272
hombre,Córdoba,247811.49214959342
hombre,Buenos Aires,205711.92336567628
hombre,Buenos Aires,92378.48885349248
hombre,Buenos Aires,13993.592855724874
mujer,Córdoba,51969.15555198849
mujer,Mendoza,10092.282097690386
mujer,Buenos Aires,41940.97608837315
hombre,Buenos Aires,22124.84537551726
hombre,Mendoza,72223.78352552062
mujer,San Luis,191381.61643405168
mujer,Córdoba,51292.66750982139
hombre,San Luis,143911.50206689432
mujer,Santa Fe,23364.53730778377
hombre,Mendoza,67089.85914947483
mujer,Buenos Aires,46096.03662498891
mujer,Buenos Aires,450534.7805224491
hombre,Buenos Aires,79195.65554425423
mujer,Mendoza,61661.61965575448
hombre,Buenos Aires,103070.46657224474
mujer,Buenos Aires,78172.60293352832
mujer,Córdoba,694516.919759548
hombre,Córdoba,149017.84919428296
hombre,Buenos Aires,161157.72516486267
mujer,Buenos Aires,21211.837604779594
hombre,Buenos Aires,73545.45103427055
mujer,Buenos Aires,66302.80313485567
hombre,Córdoba,157958.44436159314
hombre,Santa Fe,32481.9078092874
mujer,Córdoba,66865.38682425268
mujer,Mendoza,45764.262407591465
hombre,Buenos Aires,33459.43421616292
hombre,Buenos Aires,95594.6280903499
mujer,Mendoza,152043.04089367634
mujer,Buenos Aires,60621.65102683292
hombre,Buenos Aires,94853.97872716324
hombre,San Luis,233904.54943424172
hombre,Buenos Aires,151980.62650135785
mujer,Córdoba,32435.072359699785
hombre,Buenos Aires,170072.24410449908
hombre,Buenos Aires,77855.58181708325
hombre,Buenos Aires,272844.38258915604
mujer,San Luis,30345.245988635157
hombre,San Luis,68871.90929094837
mujer,Córdoba,75824.5173095224
mujer,Santa Fe,49681.34399571105
hombre,Córdoba,107258.57748249831
mujer,Mendoza,90847.08538036693
otros,Córdoba,98721.28265751447
mujer,Buenos Aires,20727.54767584405
mujer,Buenos Aires,148380.71965106254
mujer,Buenos Aires,124890.66066536348
mujer,Mendoza,78873.26000926527
mujer,San Luis,49973.24645998527
mujer,Mendoza,50425.0407130596
hombre,Buenos Aires,70795.97119425928
hombre,Córdoba,143485.55518075108
hombre,Santa Fe,11043.033212070024
hombre,Mendoza,102074.12857617863
mujer,Córdoba,72564.43435938875
hombre,San Luis,80082.59561886688
mujer,Córdoba,101069.51483819957
mujer,Buenos Aires,113311.0394881949
otros,San Luis,10495.56260713544
hombre,Córdoba,99023.62049183715
hombre,Mendoza,66069.1267379986
mujer,Córdoba,102033.51679611283
hombre,Córdoba,54432.09898308852
hombre,Mendoza,36665.81699292998
hombre,Buenos Aires,58540.763133326815
mujer,Buenos Aires,117368.07136765025
mujer,San Luis,72746.24172034762
hombre,Santa Fe,100903.73125879388
mujer,Mendoza,21306.821032031075
mujer,San Luis,32691.13164386644
mujer,Córdoba,60290.442048845776
hombre,Buenos Aires,75700.08548386637
mujer,Mendoza,37317.186073524936
mujer,Mendoza,66623.66686574157
mujer,Buenos Aires,143910.35207432506
mujer,Santa Fe,33381.12081319713
mujer,Córdoba,186989.419017284
mujer,San Luis,27141.62948209238
otros,San Luis,5503.877406374084
hombre,Mendoza,45219.30773106285
hombre,Santa Fe,70567.16298693766
hombre,Mendoza,100891.9242956949
hombre,Buenos Aires,113954.8971447391
hombre,Mendoza,216038.03568228916
hombre,Mendoza,150140.25527139168
mujer,San Luis,81211.110319167
mujer,Córdoba,137784.03692475733
hombre,Buenos Aires,110298.72539074285
mujer,Córdoba,69074.31347681515
mujer,Mendoza,37264.01067815233
hombre,Buenos Aires,429476.9136786319
mujer,Santa Fe,17366.77481315172
hombre,Mendoza,68536.09491781009
hombre,Mendoza,61993.58001062993
hombre,Mendoza,88920.80489835546
hombre,Santa Fe,37849.831076929244
otros,Buenos Aires,35658.2392473607
mujer,San Luis,65438.80049020393
mujer,San Luis,68743.38149731753
hombre,Buenos Aires,59926.83286633218
mujer,Buenos Aires,38689.8145221483
mujer,Buenos Aires,82186.94219009533
mujer,Santa Fe,8613.760688309629
mujer,Mendoza,72088.37010332219
hombre,Mendoza,98617.93073176147
hombre,Mendoza,30475.017558767664
hombre,Santa Fe,136323.48022383105
mujer,Mendoza,57391.272992861595
hombre,Buenos Aires,90105.05071334529
hombre,Mendoza,46023.348783062174
mujer,San Luis,58923.97083756869
mujer,Mendoza,27539.984956147608
hombre,Córdoba,137638.7836443081
hombre,Mendoza,68643.31459222086
mujer,Buenos Aires,45862.101824255005
mujer,Mendoza,66161.5969576976
mujer,Mendoza,394311.7923650378
mujer,Mendoza,60629.55203663132
hombre,San Luis,184293.84197845563
mujer,Buenos Aires,169106.78780787613
mujer,Buenos Aires,84919.96722577649
mujer,Santa Fe,40993.81274621206
hombre,Mendoza,49452.14358015664
otros,Córdoba,53536.46297748616
mujer,Córdoba,198086.2918370241
hombre,Mendoza,154625.511727119
hombre,Córdoba,458032.26908421796
mujer,Buenos Aires,33461.870497394666
hombre,Buenos Aires,99439.6163698198
hombre,Córdoba,143327.82119293106
mujer,Mendoza,79109.66781535013
mujer,Buenos Aires,265909.5996713332
hombre,San Luis,97330.12749245968
hombre,Mendoza,57200.772186825816
mujer,San Luis,114633.09722365846
mujer,Mendoza,51622.46281806004
hombre,San Luis,68327.36291889726
hombre,Santa Fe,45123.94058662014
mujer,Buenos Aires,232987.62440097128
mujer,Buenos Aires,71172.05683029124
hombre,San Luis,378957.10251766065
mujer,Mendoza,78168.19465084608
hombre,Mendoza,189276.05126511317
mujer,Santa Fe,73727.47394384631
hombre,Buenos Aires,516081.3703928203
hombre,Córdoba,170918.1995111138
mujer,Buenos Aires,131392.8915855092
hombre,Mendoza,218208.92086812278
hombre,Buenos Aires,162405.82266516882
mujer,San Luis,122647.00301441035
otros,Córdoba,39429.52921133419
mujer,Córdoba,474010.0213787368
hombre,Mendoza,47936.54953955529
hombre,Buenos Aires,167690.79565964825
mujer,Córdoba,196468.87879353212
mujer,Buenos Aires,170197.65816834534
hombre,Buenos Aires,78043.56498766181
mujer,Buenos Aires,85518.09834821452
mujer,Buenos Aires,140758.0459786264
hombre,Buenos Aires,386366.6803710573
hombre,Córdoba,377121.20053449343
mujer,Buenos Aires,51403.64630231669
hombre,Córdoba,128123.09645781732
mujer,Buenos Aires,209092.55664438705
mujer,Córdoba,65239.646067724374
mujer,Córdoba,75931.68292261538
hombre,Santa Fe,133223.5023472408
hombre,Santa Fe,75131.42500276501
hombre,Santa Fe,131276.59082122712
hombre,Buenos Aires,91406.80788121009
mujer,Mendoza,118624.24338032783
mujer,Córdoba,125812.50587827494
mujer,San Luis,185724.3625054523
hombre,Santa Fe,65205.23554757718
hombre,Buenos Aires,43261.38444064099
hombre,Córdoba,266056.12263552914
hombre,Córdoba,154087.70092927388
hombre,Buenos Aires,127446.56796233154
hombre,Santa Fe,82420.6013314828
hombre,Buenos Aires,276079.9629069252
hombre,Buenos Aires,110551.83440011721
hombre,Santa Fe,22335.644447038583
hombre,Córdoba,133333.1018843365
mujer,Buenos Aires,90642.30103728033
mujer,Santa Fe,30229.92825032249
mujer,Santa Fe,41602.68955938258
hombre,Buenos Aires,96209.39073865348
hombre,Buenos Aires,50174.25864813251
hombre,Córdoba,49199.445603235516
hombre,San Luis,72257.67147437093
otros,Mendoza,54753.26480937505
mujer,Mendoza,54874.04813185393
mujer,San Luis,130673.20597974796
mujer,Córdoba,98035.64098489277
hombre,Buenos Aires,82096.06642606137
hombre,Buenos Aires,143284.06421963844
mujer,Córdoba,61067.99893473342
mujer,Buenos Aires,158220.0469248679
hombre,Buenos Aires,255858.14011539528
hombre,Córdoba,280046.0431835177
hombre,Mendoza,163213.46823505743
mujer,Córdoba,31019.954245351164
hombre,Buenos Aires,109662.89090513962
hombre,Mendoza,66867.42677071759
hombre,Buenos Aires,201381.74184068388
hombre,Mendoza,27718.547467487937
mujer,Córdoba,203915.77765824125
mujer,Buenos Aires,52207.07226813398
hombre,Santa Fe,35706.17162665008
hombre,Santa Fe,52426.91557064517
mujer,Santa Fe,79357.0499425523
mujer,Buenos Aires,68261.93166518808
mujer,San Luis,102294.05714819768
hombre,Mendoza,184863.24230614465
mujer,Buenos Aires,139769.03478632582
otros,Buenos Aires,23375.77823924503
mujer,Santa Fe,26523.798353336708
mujer,Mendoza,49101.34515598766
mujer,Buenos Aires,39591.85297521711
mujer,Buenos Aires,22404.941176557713
hombre,Buenos Aires,449048.10481646593
mujer,Córdoba,159646.87450981172
mujer,Buenos Aires,123510.52378378369
mujer,Córdoba,85688.55704241198
hombre,Córdoba,61077.08107928808
hombre,Santa Fe,52817.849074960744
mujer,Córdoba,78915.34988033959
mujer,Buenos Aires,95010.63900854884
mujer,Santa Fe,146945.0936804867
mujer,Mendoza,52241.5720039958
mujer,Mendoza,105951.99676048376
hombre,Córdoba,127010.41493550628
hombre,Buenos Aires,137189.9182034439
hombre,Santa Fe,170512.6177947293
mujer,San Luis,215717.3901190506
mujer,Mendoza,61716.488272672665
mujer,Buenos Aires,220883.39396008643
mujer,San Luis,28527.923424897814
hombre,Buenos Aires,39711.08534864346
mujer,Mendoza,27685.017586132682
mujer,Córdoba,63044.540200095726
hombre,Córdoba,65355.63806598099
otros,Buenos Aires,58031.351003665084
mujer,San Luis,52927.19734986622
mujer,Mendoza,76300.63779952454
mujer,Buenos Aires,86512.15631822082
mujer,Buenos Aires,92587.74253780574
hombre,Mendoza,68290.61581949636
hombre,Mendoza,179286.6615133991
otros,Buenos Aires,32749.642870702486
mujer,Buenos Aires,259544.5044513499
hombre,Mendoza,75192.47585954686
hombre,Buenos Aires,99139.56244836854
hombre,Córdoba,42329.597043998176
hombre,Mendoza,59811.09620985531
hombre,Córdoba,195322.04508293653
mujer,Buenos Aires,98276.86578254063
hombre,Córdoba,93523.59416440806
mujer,San Luis,19788.66751860249
hombre,Córdoba,122626.51853144211
hombre,San Luis,69893.14841687249
otros,Córdoba,17724.950569730452
mujer,Buenos Aires,148583.63858939294
mujer,San Luis,44842.16492035788
hombre,Mendoza,86552.19097885139
mujer,Santa Fe,54895.35484935162
hombre,Córdoba,264755.1133262044
hombre,Córdoba,161030.48600027963
hombre,Córdoba,146496.29942519
mujer,Mendoza,109429.82190766446
mujer,Buenos Aires,94637.89561251081
hombre,San Luis,27874.528274521363
mujer,Buenos Aires,122849.46551593856
hombre,Córdoba,129768.00678279164
hombre,Buenos Aires,63261.23869999931
mujer,Córdoba,30890.220007991717
hombre,Buenos Aires,210497.87449986394
hombre,Mendoza,139128.74089940786
hombre,San Luis,96630.9140956229
mujer,San Luis,75561.47708313791
mujer,Córdoba,170574.39044044202
hombre,Santa Fe,53272.42779447014
hombre,Santa Fe,40343.49827112121
hombre,Santa Fe,61241.296033345316
hombre,Santa Fe,49770.39832861181
mujer,Mendoza,71009.41899317724
hombre,Buenos Aires,118040.13510194342
otros,Córdoba,32794.859391854756
mujer,Buenos Aires,39408.78452131793
mujer,San Luis,41732.817212067064
hombre,Buenos Aires,237211.0201580462
mujer,Santa Fe,63789.532182762756
hombre,Córdoba,78672.59433073955
mujer,Mendoza,20887.138972638135
hombre,Buenos Aires,76521.9075439817
hombre,Mendoza,53804.959409257346
mujer,Buenos Aires,188611.0310632174
mujer,Buenos Aires,199519.7084908897
hombre,Mendoza,50481.70687072738
mujer,Buenos Aires,94585.59914633632
mujer,Córdoba,104529.39908140777
hombre,Córdoba,286194.82531206583
mujer,Mendoza,51936.89754013372
mujer,Santa Fe,49105.39251950672
mujer,Santa Fe,24360.964113900103
hombre,Buenos Aires,103826.46825517372
hombre,Buenos Aires,142976.88038462974
mujer,Santa Fe,131440.3844517303
hombre,Mendoza,47868.53860906652
mujer,Buenos Aires,251945.37013635613
mujer,San Luis,49425.21930788966
mujer,San Luis,21624.157783983144
hombre,Buenos Aires,213367.73393287582
hombre,Córdoba,274752.5396568191
mujer,Santa Fe,33834.73209405273
hombre,Buenos Aires,133127.62643704348
mujer,Buenos Aires,188296.97552007687
hombre,Córdoba,168282.21287349478
mujer,Mendoza,58393.74317826148
mujer,Córdoba,134852.79738689662
mujer,Santa Fe,23441.196619948376
mujer,Santa Fe,21855.334894878306
mujer,Santa Fe,105324.15566569555
mujer,Mendoza,115936.06992984736
hombre,Córdoba,41439.924891240385
mujer,Buenos Aires,140682.58241523115
mujer,Mendoza,85041.89625251692
mujer,Córdoba,45613.29735831127
hombre,Córdoba,197500.71658456526
mujer,Córdoba,20733.6045386797
hombre,Mendoza,58561.39726519521
hombre,Córdoba,68753.88945368044
hombre,Buenos Aires,47985.3998460667
mujer,Buenos Aires,43833.45618486407
mujer,San Luis,69634.69152833534
mujer,Santa Fe,80754.83464790028
mujer,Córdoba,185840.93941772642
mujer,San Luis,46521.30692493648
mujer,Córdoba,52373.16443220196
mujer,Buenos Aires,38645.6178882033
hombre,Córdoba,86823.61811826246
mujer,Santa Fe,11169.851964218084
mujer,Buenos Aires,56501.93731368931
mujer,Buenos Aires,120827.58089913521
hombre,San Luis,134538.76615757868
mujer,San Luis,47865.369419205876
mujer,Mendoza,23777.9125688279
hombre,Santa Fe,171913.3414638716
mujer,San Luis,13265.721577222677
hombre,Buenos Aires,164757.64042068936
mujer,Buenos Aires,94418.42353857131
mujer,Buenos Aires,41670.48449772984
mujer,Santa Fe,9332.50401408232
mujer,Santa Fe,102292.77056061458
mujer,Buenos Aires,64765.49452762719
hombre,Buenos Aires,151112.7497103938
otros,Buenos Aires,22463.922838241277
hombre,Mendoza,128833.04053014949
hombre,Mendoza,53064.06962689876
hombre,Santa Fe,74219.32342425888
mujer,Mendoza,58018.189914345974
hombre,Córdoba,122120.69863810638
mujer,Buenos Aires,97047.75300124488
mujer,Santa Fe,35521.43180539546
mujer,San Luis,64283.18764856584
mujer,Córdoba,48145.11341930554
mujer,Córdoba,152045.9371746515
hombre,Córdoba,29404.37456339549
hombre,Buenos Aires,61122.751821621016
hombre,Mendoza,98122.03916263272
hombre,San Luis,22181.890119364594
mujer,Córdoba,47745.827986441
hombre,Buenos Aires,393935.46371791343
hombre,San Luis,158213.00565305597
mujer,Mendoza,24773.01379818754
hombre,Santa Fe,77759.0620850111
mujer,San Luis,12240.632685053299
mujer,Mendoza,112827.13489957503
hombre,Buenos Aires,80379.06335705114
hombre,San Luis,32898.39652879468
mujer,Buenos Aires,131343.51340181302
hombre,Buenos Aires,92126.08981530712
mujer,Buenos Aires,190752.26594183792
hombre,Buenos Aires,94550.04849950306
hombre,Santa Fe,24212.293574914496
mujer,Buenos Aires,99696.1211982502
mujer,Buenos Aires,60805.20036842502
mujer,Buenos Aires,109087.11803490654
mujer,Santa Fe,139912.19390643993
mujer,Buenos Aires,160295.19201533427
hombre,Buenos Aires,240311.9825518115
mujer,Córdoba,59181.35206352925
mujer,Córdoba,419855.48746047704
mujer,San Luis,342725.2744066117
hombre,Córdoba,99537.61407442957
otros,Mendoza,14885.857140785758
hombre,Buenos Aires,302118.19113629515
hombre,Córdoba,505180.02782312204
mujer,Santa Fe,39910.29857612789
mujer,San Luis,66430.88096403815
hombre,Mendoza,162366.03618635607
mujer,Córdoba,52655.83170137832
hombre,Buenos Aires,107905.14242328363
hombre,Buenos Aires,146154.53704837838
mujer,Mendoza,90292.33313948358
mujer,San Luis,270359.3130158434
mujer,Córdoba,108486.94071876997
hombre,Mendoza,43843.465132356556
hombre,Córdoba,110031.53457508568
mujer,Buenos Aires,100677.95485372348
mujer,Buenos Aires,458657.89596246707
mujer,Córdoba,48821.613007956716
hombre,Buenos Aires,83340.24768325573
hombre,Buenos Aires,111849.09648456021
hombre,San Luis,98117.72080371433
mujer,Córdoba,23984.095579031335
mujer,Mendoza,117790.4033709304
mujer,Mendoza,19005.95857604658
mujer,Córdoba,47084.50717511009
mujer,Santa Fe,77109.06943905969
mujer,Córdoba,54094.78881247807
hombre,Córdoba,65282.735497629
hombre,Córdoba,81076.137182263
hombre,Buenos Aires,195152.67912236284
mujer,Buenos Aires,114078.24277939576
mujer,Mendoza,233719.81111242282
mujer,San Luis,58240.82630138102
hombre,Buenos Aires,87267.08811981571
mujer,Santa Fe,52627.09601556191
mujer,Buenos Aires,91857.09919314379
mujer,Santa Fe,44841.36726602042
mujer,Santa Fe,66504.90451463281
hombre,San Luis,482489.60162307124
hombre,Córdoba,43434.61770153548
mujer,San Luis,124688.58335085705
mujer,Buenos Aires,91427.1279801326
mujer,Buenos Aires,29180.264131029548
hombre,Buenos Aires,154622.353450462
mujer,Mendoza,85844.75839524245
mujer,Córdoba,380365.25611282483
hombre,San Luis,54309.15972489476
mujer,Córdoba,105856.21634505539
hombre,Córdoba,97500.0351345064
mujer,San Luis,149927.4233168582
mujer,Córdoba,51393.48465106835
mujer,Buenos Aires,215634.76822728832
mujer,Buenos Aires,74744.86708850335
hombre,Santa Fe,56946.7654735973
otros,Córdoba,68717.99022679265
mujer,Buenos Aires,74944.63446179919
mujer,San Luis,16572.045784271202
mujer,Buenos Aires,173167.51334152292
mujer,Santa Fe,9801.204731305359
otros,Buenos Aires,79054.42091163757
mujer,San Luis,210801.50451258913
mujer,Buenos Aires,90561.691029666
mujer,Córdoba,123093.59591428132
mujer,Córdoba,67475.05055881897
hombre,Córdoba,140308.53408536
hombre,Mendoza,18463.8088125284
mujer,Buenos Aires,35372.29898808124
mujer,Buenos Aires,135927.07686865958
mujer,Buenos Aires,65038.928655523574
mujer,Mendoza,83272.32177807864
mujer,Buenos Aires,100455.88294591095
hombre,Buenos Aires,69790.2015347901
hombre,Córdoba,55265.14636608605
mujer,Buenos Aires,65568.02755161241
mujer,San Luis,145020.31834382855
hombre,Córdoba,355051.26731490914
mujer,Córdoba,223860.54297229488
hombre,Mendoza,64892.3593770621
mujer,Córdoba,24945.146190057058
mujer,Mendoza,135576.27150766723
mujer,Córdoba,55780.94290891842
hombre,Buenos Aires,346279.2977255883
mujer,Córdoba,83118.54467920223
hombre,Mendoza,38881.34115507463
mujer,Mendoza,34336.79743672763
hombre,Córdoba,132338.24557298247
hombre,Santa Fe,136438.3140117617
mujer,Buenos Aires,128534.38476250616
mujer,Córdoba,70623.76558499738
mujer,San Luis,12376.779508454614
mujer,San Luis,85684.09896542213
hombre,Buenos Aires,83360.62400163342
hombre,Buenos Aires,153116.71826066892
mujer,San Luis,45939.63432758843
hombre,Buenos Aires,154400.9286546338
hombre,Córdoba,314928.01479429344
mujer,Buenos Aires,42555.04477738079
hombre,Buenos Aires,234564.77517924304
mujer,Córdoba,140366.21468531876
mujer,Santa Fe,9819.743012626717
hombre,Córdoba,25207.44734141113
otros,Buenos Aires,53781.50134253497
mujer,Buenos Aires,113948.16911598376
mujer,Córdoba,23195.868555674355
mujer,Córdoba,63768.274467156574
hombre,Buenos Aires,91420.91560822888
hombre,Santa Fe,128035.10740486415
otros,Santa Fe,86331.43956356088
hombre,Buenos Aires,363476.5367085998
hombre,Córdoba,192417.76253846483
hombre,Mendoza,98969.31502191073
mujer,Mendoza,96093.92723385603
mujer,Buenos Aires,83187.23414102219
mujer,Buenos Aires,50821.05233360339
mujer,Mendoza,29301.786466989717
mujer,Mendoza,56437.91654845356
hombre,Córdoba,385059.79962671467
mujer,Buenos Aires,23577.841949315225
mujer,Mendoza,32539.567812036068
mujer,San Luis,28349.948217689453
hombre,Córdoba,320428.1746131185
mujer,Santa Fe,27308.91763986487
hombre,Buenos Aires,57585.68035892398
mujer,Córdoba,56995.87183705996
mujer,Mendoza,58397.28399970564
hombre,Buenos Aires,62150.03885532797
mujer,Buenos Aires,58499.898476109556
hombre,San Luis,58156.7570797277
mujer,Santa Fe,101475.45422156472
hombre,San Luis,206295.15991693802
mujer,Córdoba,86667.40426673765
otros,Córdoba,57517.46044766164
mujer,San Luis,5268.3866007249735
hombre,Buenos Aires,333867.2080600897
hombre,Buenos Aires,266106.6793216048
mujer,Buenos Aires,314677.13345938444
mujer,Buenos Aires,236013.69018404066
hombre,Buenos Aires,447484.1539365736
mujer,Buenos Aires,85965.80553698336
mujer,Mendoza,28891.68058208465
mujer,Buenos Aires,71376.36446507506
mujer,Santa Fe,57572.959906032804
hombre,San Luis,88801.97892164819
mujer,Buenos Aires,86910.54117555513
hombre,Mendoza,54407.38403597096
mujer,Buenos Aires,255138.46626615405
mujer,San Luis,72483.86728495841
mujer,Mendoza,47005.87892514825
hombre,Buenos Aires,129355.3578107894
hombre,Mendoza,70203.72226848689
mujer,San Luis,41221.35869754833
otros,San Luis,21345.29641491989
hombre,Córdoba,196929.60101393147
mujer,Buenos Aires,42941.57467352483
mujer,Buenos Aires,81773.93756103147
mujer,Buenos Aires,130086.25446587203
hombre,Mendoza,45464.73796979772
otros,Córdoba,48201.33146414494
otros,Mendoza,42493.43268421303
mujer,San Luis,80617.48559486022
hombre,Buenos Aires,126453.36228333812
mujer,San Luis,16811.500188578106
hombre,Buenos Aires,144805.68898835932
mujer,Buenos Aires,83858.54907451468
hombre,Mendoza,374560.8833796152
mujer,Mendoza,132381.08837037426
hombre,San Luis,64124.02870321022
mujer,Córdoba,264743.5128257086
mujer,San Luis,155754.4561708277
hombre,Buenos Aires,101523.48476293685
hombre,Buenos Aires,104873.46087185567
mujer,Córdoba,71152.73034993628
hombre,Mendoza,67687.5757803642
hombre,Córdoba,116507.73080867786
mujer,Santa Fe,42987.4792546832
hombre,Córdoba,118084.58989864601
mujer,San Luis,94691.92016114152
mujer,San Luis,86515.53225885991
mujer,Mendoza,87252.56714893221
